,flag,tokenized_without_stopwords
252,0,"['ups', '3days', 'also', 'shipping', 'company', 'takes', '2wks', 'way', 'usps', 'takes', 'week', 'gets', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuff']"
253,0,"[""'m"", 'back', 'lem', 'know', ""'re"", 'ready']"
254,0,"[""n't"", 'necessarily', 'expect', 'done', 'get', 'back', 'though', ""'m"", 'headin']"
255,0,"['mmm', 'yummy', 'babe', 'nice', 'jolt', 'suzy']"
256,0,"['lover', 'need']"
257,1,"['tried', 'contact', 'reply', 'offer', 'video', 'handset', 'anytime', 'networks', 'mins', 'unlimited', 'text', 'camcorder', 'reply', 'call']"
258,0,"['i‰û÷m', 'parked', 'next', 'mini', 'coming', 'today', 'think']"
259,0,['yup']
260,0,"['anyway', ""'m"", 'going', 'shopping', 'cos', 'sis', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']"
261,0,"['luton', 'ring', 'ur', 'around', 'h']"
262,1,"['hey', 'really', 'horny', 'want', 'chat', 'see', 'naked', 'text', 'hot', 'text', 'charged', '150pm', 'unsubscribe', 'text', 'stop']"
263,0,"['dint', 'come', 'us']"
264,0,"['wana', 'plan', 'trip', 'sometme']"
265,0,"['sure', 'yet', 'still', 'trying', 'get', 'hold']"
266,1,"['ur', 'ringtone', 'service', 'changed', 'free', 'credits', 'go', 'club4mobiles.com', 'choose', 'content', 'stop', 'txt', 'club', 'stop', '150p/wk', 'club4', 'po', 'box1146', 'mk45', '2wt']"
267,0,"['evo', 'download', 'flash', 'jealous']"
268,1,"['ringtone', 'club', 'get', 'uk', 'singles', 'chart', 'mobile', 'week', 'choose', 'top', 'quality', 'ringtone', 'message', 'free', 'charge']"
269,0,"['come', 'mu', ""'re"", 'sorting', 'narcotics', 'situation']"
270,0,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay']"
271,1,"['hmv', 'bonus', 'special', 'pounds', 'genuine', 'hmv', 'vouchers', 'answer', 'easy', 'questions', 'play', 'send', 'hmv', 'info', 'www.100percent-real.com']"
272,0,"['usf', 'guess', 'might', 'well', 'take', 'car']"
273,0,"['objection', 'bf', 'coming']"
274,0,['thanx']
275,0,"['tell', 'rob', 'mack', 'gf', 'theater']"
276,0,"['awesome', ""'ll"", 'see', 'bit']"
277,0,"['sent', 'type', 'food', 'like']"
278,0,"['done', 'handed', 'celebrations', 'full', 'swing', 'yet']"
279,0,"['got', 'called', 'tool']"
280,0,"['\\wen', 'u', 'miss', 'someone', 'person', 'definitely', 'special', 'u', '.....', 'person', 'special', 'miss', 'keep-in-touch\\', 'gdeve']"
281,0,"['ok', 'asked', 'money', 'far']"
282,0,['okie']
283,0,"['yeah', 'think', 'usual', 'guy', ""'s"", 'still', 'passed', 'last', 'night', 'get', 'ahold', 'anybody', 'let', 'know', ""'ll"", 'throw']"
284,0,"['k', 'might', 'come', 'tonight', 'class', 'lets', 'early']"
285,0,['ok']
286,0,"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx']"
287,0,"['life', 'means', 'lot', 'love', 'life', 'love', 'people', 'life', 'world', 'calls', 'friends', 'call', 'world', 'ge']"
288,0,"['dearshall', 'mail', 'tonite.busy', 'streetshall', 'update', 'tonite.things', 'looking', 'ok.varunnathu', 'edukkukayee', 'raksha', 'ollu.but', 'good', 'one', 'real', 'sense']"
289,0,"['hey', 'told', 'name', 'gautham', 'ah']"
290,0,"['haf', 'u', 'found', 'feel', 'stupid', 'da', 'v', 'cam', 'working']"
291,0,"['oops', 'got', 'bit']"
292,0,"['much', 'buzy']"
293,0,"['accidentally', 'deleted', 'message', 'resend', 'please']"
294,1,"['t-mobile', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'pay', 'go', 'sim', 'card', 'loyalty', 'call', '3680.offer', 'ends', '28thfeb.t', 'c', ""'s"", 'apply']"
295,0,"['unless', ""'s"", 'situation', 'go', 'gurl', 'would', 'appropriate']"
296,0,"['hurt', 'tease', 'make', 'cry', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', 'nice', 'day', 'bslvyl']"
297,0,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
298,0,"['need', 'coffee', 'run', 'tomo', 'ca', ""n't"", 'believe', ""'s"", 'time', 'week', 'already']"
299,0,"['awesome', 'remember', 'last', 'time', 'got', 'somebody', 'high', 'first', 'time', 'diesel', 'v']"
300,0,"['shit', 'really', 'shocking', 'scary', 'cant', 'imagine', 'second', 'def', 'night', 'u', 'think', 'somewhere', 'could', 'crash', 'night', 'save', 'taxi']"
301,0,"['oh', 'way', 'food', 'fridge', 'want', 'go', 'meal', 'tonight']"
302,0,"['womdarfull', 'actor']"
303,1,"['sms', 'ac', 'blind', 'date', '4u', 'rodds1', '21/m', 'aberdeen', 'united', 'kingdom', 'check', 'http', '//img', 'sms', 'ac/w/icmb3cktz8r7', '-4', 'blind', 'dates', 'send', 'hide']"
304,0,"['yup', 'remb', 'think', 'book']"
305,0,"['jos', 'ask', 'u', 'wana', 'meet']"
306,0,"['lol', 'yes', 'friendship', 'hanging', 'thread', 'cause', 'u', 'wo', ""n't"", 'buy', 'stuff']"
307,1,"['themob', 'check', 'newest', 'selection', 'content', 'games', 'tones', 'gossip', 'babes', 'sport', 'keep', 'mobile', 'fit', 'funky', 'text', 'wap']"
308,0,"['garage', 'keys', ""n't"", 'bookshelf']"
309,0,"['today', 'accept', 'day', 'u', 'accept', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'means', 'enemy']"
310,1,"['think', 'ur', 'smart', 'win', 'å£200', 'week', 'weekly', 'quiz', 'text', 'play', 'cs', 'winnersclub', 'po', 'box', 'm26', '3uz', '16+', 'gbp1.50/week']"
311,0,"['says', ""'ll"", 'give', 'call', 'friend', ""'s"", 'got', 'money', ""'s"", 'definitely', 'buying', 'end', 'week']"
312,0,"['hi', 'way', 'u', '2day', 'normal', 'way', 'real', 'ur', 'unique', 'hope', 'know', 'u', 'rest', 'mylife', 'hope', 'u', 'find', 'wot', 'lost']"
313,0,"['made', 'day', 'great', 'day']"
314,0,"['k.k', 'advance', 'happy', 'pongal']"
315,0,"['hmmm', 'guess', 'go', 'kb', 'n', 'power', 'yoga', 'haha', 'dunno', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'lo', 'oso', 'forgot', 'liao']"
316,0,"['really', 'dude', 'friends', ""'m"", 'afraid']"
317,1,"['december', 'mobile', '11mths+', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free']"
318,0,"['coffee', 'cake', 'guess']"
319,0,"['merry', 'christmas', 'babe', 'love', 'ya', 'kisses']"
320,0,"['hey', 'dont', 'go', 'watch', 'x', 'men', 'lunch', 'haha']"
321,0,"['cud', 'u', 'tell', 'ppl', 'im', 'gona', 'b', 'bit', 'l8', 'cos', 'buses', 'hav', 'gon', 'past', 'cos', 'full', 'im', 'still', 'waitin', 'pete', 'x']"
322,0,"['would', 'great', ""'ll"", 'guild', 'could', 'meet', 'bristol', 'road', 'somewhere', 'get', 'touch', 'weekend', 'plans', 'take', 'flight', 'good', 'week']"
323,0,['problem']
324,0,"['calls', 'messages', 'missed', 'calls']"
325,0,"['hi', 'da', 'todays', 'class']"
326,0,"[""'d"", 'say', ""'s"", 'good', 'sign', 'well', 'know', 'track', 'record', 'reading', 'women']"
327,0,"['cool', 'text', ""'re"", 'parked']"
328,0,"[""'m"", 'reading', 'text', 'sent', 'meant', 'joke', 'read', 'light']"
329,0,"['k.k', 'apo', 'k.good', 'movie']"
330,0,"['maybe', 'could', 'get', 'book', 'tomo', 'return', 'immediately', 'something']"
331,1,"['call', 'germany', 'pence', 'per', 'minute', 'call', 'fixed', 'line', 'via', 'access', 'number', 'prepayment', 'direct', 'access']"
332,0,"['chance', 'might', 'evaporated', 'soon', 'violated', 'privacy', 'stealing', 'phone', 'number', 'employer', ""'s"", 'paperwork', 'cool', 'please', 'contact', 'report', 'supervisor']"
333,1,"['valentines', 'day', 'special', 'win', 'å£1000', 'quiz', 'take', 'partner', 'trip', 'lifetime', 'send', 'go', '150p/msg', 'rcvd', 'custcare:08718720201']"
334,0,"['ta-daaaaa', 'home', 'babe', 'still']"
335,0,"['cool', 'come', 'havent', 'wined', 'dined']"
336,0,"['sleeping', 'surfing']"
337,0,"['sorry', ""'ll"", 'call', 'later']"
338,0,"['u', 'calling', 'right', 'call', 'hand', 'phone']"
339,0,"['ok', ""'s"", 'great', 'thanx', 'lot']"
340,0,"['take', 'post', 'come', 'must', '1000s', 'texts', 'happy', 'reading', 'one', 'wiv', 'hello', 'caroline', 'end', 'favourite', 'bless']"
341,0,"['u', 'hiding', 'stranger']"
342,0,"['interested', 'like']"
343,0,"['sister', 'cleared', 'two', 'round', 'birla', 'soft', 'yesterday']"
344,0,"['gudnite', '....', 'tc', 'practice', 'going']"
345,0,"['dis', 'yijue', 'jus', 'saw', 'ur', 'mail', 'case', 'huiming', 'havent', 'sent', 'u', 'num', 'dis', 'num']"
346,0,"['one', 'small', 'prestige', 'problem']"
347,1,"['fancy', 'shag', 'do.interested', 'sextextuk.com', 'txt', 'xxuk', 'suzy', 'txts', 'cost', '1.50', 'per', 'msg', 'tncs', 'website', 'x']"
348,0,"['checking', 'really', 'miss', 'seeing', 'jeremiah', 'great', 'month']"
349,0,"['nah', 'ca', ""n't"", 'help', ""'ve"", 'never', 'iphone']"
350,0,"[""'re"", 'car', 'hour', 'half', ""'m"", 'going', 'apeshit']"
351,0,"['today', 'sorry', 'day.', 'ever', 'angry', 'ever', 'misbehaved', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', ""'m"", 'basically', 'good']"
352,0,"['yo', 'guys', 'ever', 'figure', 'much', 'need', 'alcohol', 'jay', 'trying', 'figure', 'much', 'safely', 'spend', 'weed']"
353,0,"['lt', 'gt', 'ish', 'minutes', 'minutes', 'ago', 'wtf']"
354,0,"['thank', 'calling.forgot', 'say', 'happy', 'onam', 'sirji.i', 'fine', 'remembered', 'met', 'insurance', 'person.meet', 'qatar', 'insha', 'allah.rakhesh', 'ex', 'tata', 'aig', 'joined', 'tisscotayseer']"
355,1,"['congratulations', 'ur', 'awarded', 'cd', 'vouchers', '125gift', 'guaranteed', 'free', 'entry', 'wkly', 'draw', 'txt', 'music', 'tncs', 'www.ldew.com1win150ppmx3age16']"
356,1,"['ur', 'cash-balance', 'currently', 'pounds', 'maximize', 'ur', 'cash-in', 'send', 'cash', '150p/msg', 'cc', 'hg/suite342/2lands', 'row/w1j6hl']"
357,0,"[""'m"", 'actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', ""'m"", 'unemployed', 'moment', 'always', 'sleep', 'late', ""'re"", 'unemployed', 'every', 'day', 'saturday']"
358,0,"['hello', 'got', 'st', 'andrews-boy', 'long', 'way', 'cold', 'keep', 'posted']"
359,0,"['ha', 'ha', 'cool', 'cool', 'chikku', 'chikku', '-db-']"
360,0,"['oh', 'ok', 'prob']"
361,0,"['check', 'audrey', ""'s"", 'status', 'right']"
362,0,"['busy', 'trying', 'finish', 'new', 'year', 'looking', 'forward', 'finally', 'meeting']"
363,0,"['good', 'afternoon', 'sunshine', 'dawns', 'day', 'refreshed', 'happy', 'alive', 'breathe', 'air', 'smile', 'think', 'love', 'always']"
364,0,"['well', 'know', 'z', 'take', 'care', 'worries']"
365,1,"['update_now', 'xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'double', 'mins', 'txt', 'orange', 'call', 'mobileupd8', 'call2optout/f4q=']"
366,1,"['discount', 'code', 'rp176781', 'stop', 'messages', 'reply', 'stop', 'www.regalportfolio.co.uk', 'customer', 'services']"
367,0,"['wat', 'uniform', 'get']"
368,0,"['cool', 'text', ""'re"", 'ready']"
369,0,"['hello', 'boytoy', 'geeee', 'miss', 'already', 'woke', 'wish', 'bed', 'cuddling', 'love']"
370,0,"['spoil', 'bed', 'well']"
371,0,"[""'m"", 'going', 'bath', 'msg', 'next', 'lt', 'gt', 'min']"
372,0,"['cant', 'keep', 'talking', 'people', 'sure', 'pay', 'agree', 'price', 'pls', 'tell', 'want', 'really', 'buy', 'much', 'willing', 'pay']"
373,1,"['thanks', 'ringtone', 'order', 'reference', 't91', 'charged', 'gbp', 'per', 'week', 'unsubscribe', 'anytime', 'calling', 'customer', 'services']"
374,0,"['say', 'happen']"
375,0,"['could', 'seen', ""did't"", 'recognise', 'face']"
376,0,"['well', ""'s"", 'lot', 'things', 'happening', 'lindsay', 'new', 'years', 'sighs', 'bars', 'ptbo', 'blue', 'heron', 'something', 'going']"
377,0,"['keep', 'payasam', 'rinu', 'brings']"
378,0,"['taught', 'ranjith', 'sir', 'called', 'sms', 'like', 'becaus', 'hes', 'verifying', 'project', 'prabu', 'told', 'today', 'pa', 'dont', 'mistake']"
379,0,"['guess', ""'s"", 'worried', 'must', 'know', ""'s"", 'way', 'body', 'repairs', ""'m"", 'quite', 'sure', ""n't"", 'worry', ""'ll"", 'take', 'slow', 'first', 'tests', 'guide', 'ovulation', 'relax', 'nothing', ""'ve"", 'said', 'reason', 'worry', 'i.ll', 'keep', 'followin']"
380,0,"['yeah', 'sure', 'give', 'couple', 'minutes', 'track', 'wallet']"
381,0,"['hey', 'leave', 'big', 'deal', 'take', 'care']"
382,0,"['hey', 'late', 'ah', 'meet', '945+']"
383,1,"['double', 'mins', 'txts', '6months', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd8', 'call2optout/n9dx']"
384,0,"['took', 'mr', 'owl', 'licks']"
385,0,"['customer', 'place', 'call']"
386,0,"['mm', 'time', 'dont', 'like', 'fun']"
387,1,"['4mths', 'half', 'price', 'orange', 'line', 'rental', 'latest', 'camera', 'phones', 'free', 'phone', '11mths', 'call', 'mobilesdirect', 'free', 'update', 'or2stoptxt']"
388,0,"['yup', 'lunch', 'buffet', 'u', 'eat', 'already']"
389,0,"['huh', 'late', 'fr', 'dinner']"
390,0,"['hey', 'sat', 'going', 'intro', 'pilates', 'kickboxing']"
391,0,"['morning', 'ok']"
392,0,"['yes', 'think', 'office', 'lap', 'room', 'think', 'thats', 'last', 'days', 'didnt', 'shut']"
393,0,"['pick', 'bout', '7.30ish', 'time', 'going']"
394,0,"['performance', 'award', 'calculated', 'every', 'two', 'month.not', 'current', 'one', 'month', 'period']"
395,0,"['actually', 'sleeping', 'still', 'might', 'u', 'call', 'back', 'text', 'gr8', 'rock', 'sis', 'send', 'u', 'text', 'wen', 'wake']"
396,0,"['always', 'putting', 'business', 'put', 'pictures', 'ass', 'facebook', 'one', 'open', 'people', ""'ve"", 'ever', 'met', 'would', 'think', 'picture', 'room', 'would', 'hurt', 'make', 'feel', 'violated']"
397,0,"['good', 'evening', 'sir', 'al', 'salam', 'wahleykkum.sharing', 'happy', 'news.by', 'grace', 'god', 'got', 'offer', 'tayseertissco', 'joined.hope', 'fine.inshah', 'allahmeet', 'sometime.rakheshvisitor', 'india']"
398,0,"['hmmm', 'k', 'want', 'change', 'field', 'quickly', 'da', 'wan', 'na', 'get', 'system', 'administrator', 'network', 'administrator']"
399,1,"['free', 'ringtone', 'text', 'first', 'poly', 'text', 'get', 'true', 'tone', 'help', '1st', 'free', 'tones', '3xå£150pw', 'eå£nd', 'txt', 'stop']"
400,0,"['dear', 'chechi', 'talk']"
401,0,"['hair', 'cream', 'shipped']"
402,0,"['none', ""'s"", 'happening', 'til', 'get', 'though']"
403,0,"['yep', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'lt', 'gt', 'starts', 'hour']"
404,0,"['haha', 'get', 'used', 'driving', 'usf', 'man', 'know', 'lot', 'stoners']"
405,0,"['well', 'slightly', 'disastrous', 'class', 'pm', 'fav', 'darlings', 'hope', 'day', 'ok.', 'coffee', 'wld', 'good', 'ca', ""n't"", 'stay', 'late', 'tomorrow', 'time', 'place', 'always']"
406,0,"['hello', 'good', 'week', 'fancy', 'drink', 'something', 'later']"
407,0,"['headin', 'towards', 'busetop']"
408,0,"['message', 'text', 'missing', 'sender', 'name', 'missing', 'number', 'missing', 'sent', 'date', 'missing', 'missing', 'u', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsms.com']"
409,0,"['come', 'room', 'point', 'iron', 'plan', 'weekend']"
410,0,"['cos', 'want', 'thing']"
411,0,"['okies', ""'ll"", 'go', 'yan', 'jiu', 'skip', 'ard', 'oso', 'go', 'cine', 'den', 'go', 'mrt', 'one', 'blah', 'blah', 'blah']"
412,0,"['bring', 'home', 'wendy', '=d']"
413,1,"['dating', 'service', 'call', 'box334sk38ch']"
414,0,"['whatsup', 'dont', 'u', 'want', 'sleep']"
415,0,"['alright', 'new', 'goal']"
416,1,"['free', 'entry', 'å£250', 'weekly', 'competition', 'text', 'word', 'win', 'c', 'www.txttowin.co.uk']"
417,0,"['alright', ""'ll"", 'head', 'minutes', 'text', 'meet']"
418,1,"['send', 'logo', 'ur', 'lover', 'names', 'joined', 'heart', 'txt', 'love', 'name1', 'name2', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'pobox36504w45wq', 'txtno', 'ads', '150p']"
419,0,"['yes', 'last', 'week', ""'m"", 'taking', 'live', 'call']"
420,1,"['someone', 'contacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'find', 'call', 'landline', 'pobox12n146tf150p']"
421,0,"['siva', 'hostel', 'aha']"
422,1,"['urgent', 'mobile', 'number', 'awarded', 'å£2000', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', '12hrs']"
423,0,"['send', 'ur', 'friends', 'receive', 'something', 'ur', 'voice', '.....', 'speaking', 'expression', '1.childish', '2.naughty', '3.sentiment', '4.rowdy', '5.ful', 'attitude', '6.romantic', '7.shy', '8.attractive', '9.funny', 'lt', 'gt', '.irritating', 'lt', 'gt', '.lovable', 'reply']"
424,0,"['ok.', ""'ll"", 'ok', 'guess']"
425,0,"['aathi', 'dear']"
426,0,"['pain', 'urination', 'thing', 'else']"
427,0,"['esplanade', 'ì_', 'mind', 'giving', 'lift', 'cos', 'got', 'car', 'today']"
428,0,"['wnt', 'buy', 'bmw', 'car', 'urgently', 'vry', 'urgent.but', 'hv', 'shortage', 'lt', 'gt', 'lacs.there', 'source', 'arng', 'dis', 'amt', 'lt', 'gt', 'lacs', 'thats', 'prob']"
429,0,"['home', 'watching', 'tv', 'lor']"
430,0,"['usually', 'take', 'fifteen', 'fucking', 'minutes', 'respond', 'yes', 'question']"
431,1,"['congrats', 'nokia', 'video', 'camera', 'phone', 'call', 'calls', 'cost', '150ppm', 'ave', 'call', '3mins', 'vary', 'mobiles', '16+', 'close', 'post', 'bcm4284', 'ldn', 'wc1n3xx']"
432,0,"['booked', 'ticket', 'pongal']"
433,0,"['available', ""'m"", 'like', 'right', 'around', 'hillsborough', 'amp', 'lt', 'gt', 'th']"
434,0,"['message', 'sent', 'askin', 'lt', 'gt', 'dollars', 'shoul', 'pay', 'lt', 'gt', 'lt']"
435,0,"['ask', 'g', 'iouri', ""'ve"", 'told', 'story', 'like', 'ten', 'times', 'already']"
436,0,"['long', 'applebees', 'fucking', 'take']"
437,0,"['hi', 'hope', 'u', 'get', 'txt~journey', 'hasnt', 'gdnow', 'mins', 'late', 'think']"
438,0,"['like', 'love', 'arrange']"
439,0,"['yes', 'really', 'great', 'bhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'world', '.very', 'tough', 'get']"
440,0,"['supposed', 'wake', 'gt']"
441,0,"['oic', 'saw', 'tot', 'din', 'c', 'found', 'group', 'liao']"
442,0,"['sorry', ""'ll"", 'call', 'later']"
443,0,"['\\hey', 'hey', 'werethe', 'monkeespeople', 'say', 'monkeyaround', 'howdy', 'gorgeous', 'howu', 'doin', 'foundurself', 'jobyet', 'sausage', 'love', 'jen', 'xxx\\']"
444,0,"['sorry', 'battery', 'died', 'come', ""'m"", 'getting', 'gram', ""'s"", 'place']"
445,0,"['well', 'done', 'blimey', 'exercise', 'yeah', 'kinda', 'remember', 'wot', 'hmm.']"
446,0,"['wont', 'get', 'concentration', 'dear', 'know', 'mind', 'everything']"
447,0,"['lol', 'made', 'plans', 'new', 'years']"
448,0,"['min', 'later', 'k']"
449,0,"['hanks', 'lotsly']"
450,0,"['thanks', 'hope', 'good', 'day', 'today']"
451,0,"['k', 'k', 'detail', 'want', 'transfer', 'acc', 'enough']"
452,0,"['ok', 'tell', 'stay', 'yeah', 'tough', 'optimistic', 'things', 'improve', 'month']"
453,1,"['loan', 'purpose', 'å£500', 'å£75000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', 'text', 'back', ""'help""]"
454,0,"['si', 'si', 'think', 'ill', 'go', 'make', 'oreo', 'truffles']"
455,0,"['look', 'amy', 'ure', 'beautiful', 'intelligent', 'woman', 'like', 'u', 'lot', 'know', 'u', 'donåõt', 'like', 'like', 'donåõt', 'worry']"
456,0,"['hope', ""'s"", 'result', 'consistently', 'intelligent', 'kind', 'start', 'asking', 'practicum', 'links', 'keep', 'ears', 'open', 'best', 'ttyl']"
457,0,"['1.20', 'call', 'cost', 'guess', 'isnt', 'bad', 'miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
458,0,"['going', 'thru', 'different', 'feeling.wavering', 'decisions', 'coping', 'individual.time', 'heal', 'everything', 'believe']"
459,0,"['u', 'go', 'phone', 'gon', 'na', 'die', 'stay']"
460,0,"['great', 'never', 'better', 'day', 'gives', 'even', 'reasons', 'thank', 'god']"
461,1,"['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', 'offer', 'ends', '26th', 'july', 'c', ""'s"", 'apply', 'opt-out', 'available']"
462,0,"['sorry', ""'ll"", 'call', 'later', 'ok', 'bye']"
463,0,"['ok', 'way', 'railway']"
464,0,"['great', 'princess', 'love', 'giving', 'receiving', 'oral', 'doggy', 'style', 'fave', 'position', 'enjoy', 'making', 'love', 'lt', 'gt', 'times', 'per', 'night']"
465,0,"[""n't"", 'put', 'stuff', 'roads', 'keep', 'getting', 'slippery']"
466,0,"['going', 'ride', 'bike']"
467,0,"['yup', 'need', ""'ll"", 'jus', 'wait', 'e', 'rain', 'stop']"
468,0,"['many', 'company', 'tell', 'language']"
469,1,"['okmail', 'dear', 'dave', 'final', 'notice', 'collect', 'tenerife', 'holiday', 'cash', 'award', 'call', 'landline', 'tcs', 'sae', 'box326', 'cw25wx', '150ppm']"
470,0,"['long', 'since', 'screamed', 'princess']"
471,0,"['nothing', 'meant', 'money', 'enters', 'account', 'bank', 'remove', 'flat', 'rate', 'someone', 'transfered', 'lt', 'gt', 'account', 'lt', 'gt', 'dollars', 'got', 'removed', 'banks', 'differ', 'charges', 'also', 'differ.be', 'sure', 'trust', '9ja', 'person', 'sending', 'account', 'details', 'cos']"
472,1,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', 'ur', 'mob', 'join', 'uk', ""'s"", 'largest', 'dogging', 'network', 'txting', 'moan', '69888nyt', 'ec2a', '31p.msg', '150p']"
473,0,"['nice', 'line', 'said', 'broken', 'heart-', 'plz', ""n't"", 'cum', 'times', 'infront', 'wise', 'trust', 'u', 'good', '9t']"
474,0,"['ok', ""'m"", 'gon', 'na', 'head', 'usf', 'like', 'fifteen', 'minutes']"
475,0,"['love', 'aathi', 'love', 'u', 'lot']"
476,0,"['tension', 'ah', 'machi', 'problem']"
477,0,"['k', 'pick', 'another', '8th', ""'re"", 'done']"
478,0,"[""'re"", 'guys', 'getting', 'back', 'g', 'said', 'thinking', 'staying', 'mcr']"
